loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_balanced_accuracy,eval_macro_precision,eval_macro_recall,eval_macro_f1,eval_weighted_precision,eval_weighted_recall,eval_weighted_f1,eval_macro_ovr_roc_auc,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
1.1206272888183593,3.363919734954834,1.9503042596348885e-05,0.10141987829614604,50,,,,,,,,,,,,,,,,,,
1.1093882751464843,3.699937343597412,1.8995943204868156e-05,0.2028397565922921,100,,,,,,,,,,,,,,,,,,
1.080624771118164,5.339624881744385,1.8488843813387426e-05,0.30425963488843816,150,,,,,,,,,,,,,,,,,,
1.0811524200439453,3.4984071254730225,1.7981744421906696e-05,0.4056795131845842,200,,,,,,,,,,,,,,,,,,
1.0801151275634766,3.5738511085510254,1.7474645030425966e-05,0.5070993914807302,250,,,,,,,,,,,,,,,,,,
1.0966815185546874,4.3412275314331055,1.6967545638945236e-05,0.6085192697768763,300,,,,,,,,,,,,,,,,,,
1.0545550537109376,5.788808345794678,1.6460446247464506e-05,0.7099391480730223,350,,,,,,,,,,,,,,,,,,
1.0515499114990234,3.370354413986206,1.5953346855983772e-05,0.8113590263691683,400,,,,,,,,,,,,,,,,,,
1.041161422729492,9.198019027709961,1.5446247464503043e-05,0.9127789046653144,450,,,,,,,,,,,,,,,,,,
,,,1.0,493,1.1204620599746704,0.4965753424657534,0.42397352408557554,0.48301698301698304,0.42397352408557554,0.4087422784105575,0.5009322868911911,0.49657534246575347,0.471963816561627,0.633369384190264,1.0566,829.053,52.052,,,,,
1.0416999816894532,6.586942195892334,1.4939148073022314e-05,1.0141987829614605,500,,,,,,,,,,,,,,,,,,
0.9978707885742187,6.715729713439941,1.4432048681541584e-05,1.1156186612576064,550,,,,,,,,,,,,,,,,,,
0.984820556640625,5.50804328918457,1.3924949290060854e-05,1.2170385395537526,600,,,,,,,,,,,,,,,,,,
0.9813721466064453,5.0982465744018555,1.3417849898580123e-05,1.3184584178498986,650,,,,,,,,,,,,,,,,,,
0.988116455078125,4.836350440979004,1.2910750507099393e-05,1.4198782961460445,700,,,,,,,,,,,,,,,,,,
0.9691353607177734,7.8957390785217285,1.2403651115618663e-05,1.5212981744421907,750,,,,,,,,,,,,,,,,,,
0.9730271911621093,7.289776802062988,1.1896551724137933e-05,1.6227180527383367,800,,,,,,,,,,,,,,,,,,
0.998537368774414,10.111455917358398,1.1389452332657203e-05,1.7241379310344827,850,,,,,,,,,,,,,,,,,,
0.949851303100586,6.451722621917725,1.0882352941176471e-05,1.8255578093306288,900,,,,,,,,,,,,,,,,,,
0.9831372833251953,16.152555465698242,1.0375253549695741e-05,1.9269776876267748,950,,,,,,,,,,,,,,,,,,
,,,2.0,986,1.086764931678772,0.4863013698630137,0.4382307808684,0.4475897985708895,0.4382307808684,0.4292239396115507,0.49050618377580774,0.4863013698630137,0.4767794327752057,0.6542598519883023,1.0611,825.531,51.831,,,,,
0.9539885711669922,8.314421653747559,9.868154158215011e-06,2.028397565922921,1000,,,,,,,,,,,,,,,,,,
0.8737289428710937,8.82087516784668,9.361054766734281e-06,2.129817444219067,1050,,,,,,,,,,,,,,,,,,
0.8873678588867188,13.169927597045898,8.85395537525355e-06,2.231237322515213,1100,,,,,,,,,,,,,,,,,,
0.8028334045410156,10.525436401367188,8.34685598377282e-06,2.332657200811359,1150,,,,,,,,,,,,,,,,,,
0.815335922241211,14.051637649536133,7.83975659229209e-06,2.4340770791075053,1200,,,,,,,,,,,,,,,,,,
0.8288870239257813,7.193872928619385,7.332657200811359e-06,2.535496957403651,1250,,,,,,,,,,,,,,,,,,
0.8305038452148438,10.683515548706055,6.825557809330629e-06,2.636916835699797,1300,,,,,,,,,,,,,,,,,,
0.8202046203613281,7.708665370941162,6.3184584178498984e-06,2.738336713995943,1350,,,,,,,,,,,,,,,,,,
0.8196878051757812,13.129598617553711,5.8113590263691685e-06,2.839756592292089,1400,,,,,,,,,,,,,,,,,,
0.8008966064453125,8.808627128601074,5.304259634888439e-06,2.9411764705882355,1450,,,,,,,,,,,,,,,,,,
,,,3.0,1479,1.1550291776657104,0.5148401826484018,0.5067568739937518,0.4977528249467131,0.5067568739937518,0.49289381149352735,0.5537701583584075,0.5148401826484018,0.5265714710197006,0.6539599867960116,1.0517,832.901,52.294,,,,,
0.7575006103515625,13.973628997802734,4.797160243407708e-06,3.0425963488843815,1500,,,,,,,,,,,,,,,,,,
0.637643928527832,13.009872436523438,4.290060851926978e-06,3.1440162271805274,1550,,,,,,,,,,,,,,,,,,
0.6805996704101562,13.330046653747559,3.782961460446248e-06,3.2454361054766734,1600,,,,,,,,,,,,,,,,,,
0.6962887573242188,13.241186141967773,3.2758620689655175e-06,3.3468559837728193,1650,,,,,,,,,,,,,,,,,,
0.6853233337402344,15.23188304901123,2.768762677484787e-06,3.4482758620689653,1700,,,,,,,,,,,,,,,,,,
0.716122055053711,12.712984085083008,2.2616632860040568e-06,3.5496957403651117,1750,,,,,,,,,,,,,,,,,,
0.6362737655639649,24.24513053894043,1.7545638945233268e-06,3.6511156186612577,1800,,,,,,,,,,,,,,,,,,
0.6424119567871094,17.203250885009766,1.2474645030425964e-06,3.7525354969574036,1850,,,,,,,,,,,,,,,,,,
0.7016753387451172,12.524581909179688,7.403651115618663e-07,3.8539553752535496,1900,,,,,,,,,,,,,,,,,,
0.6357567596435547,17.26374626159668,2.3326572008113592e-07,3.955375253549696,1950,,,,,,,,,,,,,,,,,,
,,,4.0,1972,1.279558539390564,0.5273972602739726,0.4807511128279543,0.4788838612368025,0.4807511128279543,0.47949654491048244,0.5287518853695324,0.5273972602739726,0.5277149755500095,0.6538197818207007,1.0568,828.912,52.044,,,,,
,,,4.0,1972,,,,,,,,,,,,,,179.0465,176.044,11.014,1143856176929568.0,0.8897457359770491
