word,review_flag,candidate_source,df_total,neg_count,neu_count,pos_count,pmi_neg,pmi_neu,pmi_pos,delta_pmi_pos_minus_neg,fisher_odds_ratio,fisher_p_value,bootstrap_ci_low,bootstrap_ci_high,bootstrap_ci_excludes_zero,direction,direction_stability,dominant_share,wilson_lower,wilson_upper,score_minus9_to9,bh_adjusted_p_value,survives_fdr,statistical_keep,statistical_reject_reasons
uko,suspected_non_content_seed,deterministic,67,43,4,20,0.4064090389165047,-1.448556918455635,-0.12879881562599405,-0.5352078545424988,0.6786827677643602,0.1585387039825369,-1.3654954717056471,0.17499042716358668,False,NEG,0.926,0.6417910447761194,0.5221850983992186,0.7460194292360839,-3,0.5936948564349451,False,False,fails_bh_fdr;bootstrap_ci_includes_zero
tese,,deterministic,26,8,7,11,-0.6001764731942512,0.6373038181982036,0.3861062783005682,0.9862827514948194,2.017898272552783,0.15974416687974158,-0.31296642740518055,2.3835642329507873,False,POS,0.9385,0.4230769230769231,0.2554444331365656,0.6105138625340828,1,0.5936948564349451,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
ega,,deterministic,15,5,2,8,-0.45448355163097,-0.17393453834662864,0.723731307670219,1.178214859301189,2.347239263803681,0.15831128803608976,-0.3052406869752175,2.8444404569600206,False,POS,0.9375,0.5333333333333333,0.30116980025498397,0.7519046463426261,2,0.5936948564349451,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
paden,,deterministic,13,5,0,8,-0.2551747434075633,-2.2965538250105855,0.9230401158936257,1.178214859301189,2.347239263803681,0.15831128803608976,-0.3379696932352766,3.0117805530453254,False,POS,0.9435,0.6153846153846154,0.355228915126657,0.8229029220223743,2,0.5936948564349451,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
uku,,deterministic,51,31,7,13,0.33106053643530586,-0.3212762544218162,-0.3411482482129964,-0.6722087846483022,0.6121968448316458,0.16544262005205734,-1.7105824753573668,0.17297051277241626,False,NEG,0.938,0.6078431372549019,0.4708515898394834,0.7297265901824019,-3,0.6073509108866108,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
chimwe,,deterministic,31,20,4,7,0.42055322123677463,-0.3490212449047201,-0.47992455108464416,-0.9004777723214188,0.5112495208892296,0.16808033211051565,-2.3225793299704676,0.1908321355611557,False,NEG,0.9445,0.6451612903225806,0.46947954064368874,0.788833409061346,-4,0.6073509108866108,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
iyoyo,suspected_non_content_seed,deterministic,30,13,2,15,-0.13556869528080995,-1.1504755655226404,0.6139237496307421,0.7494924449115521,1.6937272646615207,0.1791418113693969,-0.31950388411815145,1.8396678745013353,False,POS,0.924,0.5,0.33154125640533766,0.6684587435946623,1,0.6073509108866108,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
nemunhu,,deterministic,26,9,5,12,-0.43971180100100504,0.1898448412269822,0.5064005120182795,0.9461123130192846,1.956989247311828,0.18014645661890996,-0.24663572071370546,2.2830232956231233,False,POS,0.9375,0.46153846153846156,0.2875585353039122,0.6454206125314121,1,0.6073509108866108,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
idzi,suspected_non_content_seed,deterministic,24,15,4,5,0.3797676063902742,0.013548834479987448,-0.564813448671158,-0.9445810550614322,0.48716966679433166,0.17742750723027645,-2.790865902449708,0.2552744082392139,False,NEG,0.936,0.625,0.42709962442674276,0.7884063244045122,-4,0.6073509108866108,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
kunzi,,deterministic,23,15,3,5,0.4398885988278458,-0.28890025246714934,-0.5046924562335864,-0.9445810550614322,0.48716966679433166,0.17742750723027645,-2.8348186047509736,0.2562494004889513,False,NEG,0.9345,0.6521739130434783,0.44890335377263,0.8118872406120227,-4,0.6073509108866108,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
kudhara,,deterministic,17,11,3,3,0.43456007923065343,0.13640558226552102,-0.7314633180806087,-1.1660233973112621,0.3987057718401002,0.17893347955887062,-3.9110817535329483,0.3247929961795759,False,NEG,0.9395,0.6470588235294118,0.41300363485218694,0.8269027960275627,-4,0.6073509108866108,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
nevanhu,,deterministic,17,11,3,3,0.43456007923065343,0.13640558226552102,-0.7314633180806087,-1.1660233973112621,0.3987057718401002,0.17893347955887062,-3.949968472096938,0.2849545100534588,False,NEG,0.9335,0.6470588235294118,0.41300363485218694,0.8269027960275627,-4,0.6073509108866108,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
isina,,deterministic,16,11,2,3,0.5194489768171664,-0.264132347318208,-0.6465744204940957,-1.1660233973112621,0.3987057718401002,0.17893347955887062,-4.067453213147582,0.3052409082114189,False,NEG,0.9375,0.6875,0.44404355834740666,0.8583535614521796,-4,0.6073509108866108,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
unoda,,deterministic,15,11,1,3,0.6096467857887458,-0.9109001325128343,-0.5563766115225164,-1.1660233973112621,0.3987057718401002,0.17893347955887062,-3.966678731433835,0.2856291859181326,False,NEG,0.9445,0.7333333333333333,0.4804956594401943,0.8910254667430761,-5,0.6073509108866108,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
iripo,,deterministic,12,3,3,6,-0.796220127598513,0.621832409435763,0.6470483051731204,1.4432684327716334,2.933333333333333,0.17164662166913686,-0.3839190522593316,4.007790003654916,False,POS,0.9405,0.5,0.2537815976337061,0.7462184023662939,2,0.6073509108866108,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
mdhara,,deterministic,11,3,2,6,-0.6759258938808017,0.2566998159832323,0.7673425388908317,1.4432684327716334,2.933333333333333,0.17164662166913686,-0.35594254393254854,4.268853718378524,False,POS,0.946,0.5454545454545454,0.280091537409322,0.7872872837754024,2,0.6073509108866108,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
zvakare,suspected_non_content_seed,deterministic,11,3,2,6,-0.6759258938808017,0.2566998159832323,0.7673425388908317,1.4432684327716334,2.933333333333333,0.17164662166913686,-0.5446210581548229,4.072981871846012,False,POS,0.936,0.5454545454545454,0.280091537409322,0.7872872837754024,2,0.6073509108866108,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
ndiwe,,deterministic,32,21,3,8,0.44417808179225204,-0.7566792138179661,-0.34444019497136047,-0.7886182767636125,0.5565293602103418,0.18586079956959842,-2.1494106654907457,0.25481850918498883,False,NEG,0.925,0.65625,0.4831108797896222,0.7958956207556682,-4,0.618679360025091,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
kutenga,,deterministic,18,6,3,9,-0.4687325073692499,0.05623523358153726,0.628938924621389,1.0976714319906389,2.2008055235903337,0.18612811254992145,-0.30884424374340697,2.7899766705334774,False,POS,0.936,0.5,0.29031021505169974,0.7096897849483003,2,0.618679360025091,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
ese,,rag_recovered,37,14,7,16,-0.33055655524970184,0.13640558226552102,0.40604020566932597,0.7365967609190278,1.6778021978021977,0.1915760467237033,-0.30478351743577603,1.8568491662054185,False,POS,0.9315,0.43243243243243246,0.28671719277157315,0.5908581890983192,0,0.6323349234516641,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
lobola,,deterministic,29,10,7,12,-0.45004448646447415,0.4825812233995599,0.3516779172196358,0.80172240368411,1.7608294930875577,0.1967532440621802,-0.4829099918676085,2.0348078132565948,False,POS,0.904,0.41379310344827586,0.255131773413224,0.5926216401212141,1,0.6380122883730402,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
reharare,,deterministic,27,11,3,13,-0.21751661734903927,-0.5156711143141717,0.5639925654455622,0.7815091827946015,1.734362448922572,0.21184546490138684,-0.3546649198903003,2.049041864570108,False,POS,0.9105,0.48148148148148145,0.3074322697621846,0.6601438424504771,1,0.6380122883730402,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
chi,,rag_recovered,21,7,5,9,-0.4790930189749716,0.49150054108808305,0.4121275355482421,0.8912205545232137,1.8859115567976328,0.2124132240813552,-0.5561765487827821,2.4768655953247722,False,POS,0.9015,0.42857142857142855,0.2446996892537596,0.6345344563069328,1,0.6380122883730402,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
kani,,deterministic,21,13,4,4,0.36890388757997883,0.20199392389309878,-0.6658749764530327,-1.0347788640330116,0.44975851101425374,0.21611866628705134,-3.227787442177326,0.279725114252535,False,NEG,0.9395,0.6190476190476191,0.4087865377511576,0.7924898863143551,-4,0.6380122883730402,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
ndini,,deterministic,21,7,5,9,-0.4790930189749716,0.49150054108808305,0.4121275355482421,0.8912205545232137,1.8859115567976328,0.2124132240813552,-0.6086361950163053,2.4885744083806247,False,POS,0.896,0.42857142857142855,0.2446996892537596,0.6345344563069328,1,0.6380122883730402,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
ave,,rag_recovered,19,13,2,4,0.509766423419828,-0.5051404468220024,-0.5250124406131835,-1.0347788640330116,0.44975851101425374,0.21611866628705134,-3.038771707210899,0.3508531499336918,False,NEG,0.9285,0.6842105263157895,0.46010407675327475,0.8463562091220773,-4,0.6380122883730402,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
maita,,deterministic,16,7,0,9,-0.09722238363132796,-2.5860604422055715,0.7939981708918857,0.8912205545232137,1.8859115567976328,0.2124132240813552,-0.5475522054887679,2.4856852354442145,False,POS,0.903,0.5625,0.331785563988119,0.7690134759450765,1,0.6380122883730402,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
veku,,deterministic,16,9,5,2,0.24381453420373944,0.8733711764317267,-1.1320012476643377,-1.3758157818680772,0.3249171129813823,0.21762707294080397,-4.0086357162060064,0.22778422712222512,False,NEG,0.9455,0.5625,0.331785563988119,0.7690134759450765,-4,0.6380122883730402,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
mudzimba,,deterministic,15,9,4,2,0.3340123431753188,0.6740623682083218,-1.0418034386927584,-1.3758157818680772,0.3249171129813823,0.21762707294080397,-4.095839923370559,0.27900671203964533,False,NEG,0.946,0.6,0.357468301206246,0.8017550385865841,-4,0.6380122883730402,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
aita,,deterministic,12,9,1,2,0.6443524637874685,-0.6005600119006846,-0.7314633180806087,-1.3758157818680772,0.3249171129813823,0.21762707294080397,-4.060338902780688,0.2967687733241762,False,NEG,0.948,0.75,0.46769466506643426,0.9110583316059453,-5,0.6380122883730402,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
vano,suspected_non_content_seed,deterministic,12,8,2,2,0.48388779159422235,0.13640558226552102,-0.7314633180806087,-1.215351109674831,0.3656273909716909,0.21699710062018177,-3.860820790374735,0.5696805342130149,False,NEG,0.9115,0.6666666666666666,0.39062208887279953,0.8618799089087867,-4,0.6380122883730402,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
blaz,,deterministic,11,8,1,2,0.6041820253119337,-0.48026577818297334,-0.6111690843628974,-1.215351109674831,0.3656273909716909,0.21699710062018177,-3.869252694254341,0.5384594697180708,False,NEG,0.922,0.7272727272727273,0.43435469882387084,0.902539407099751,-5,0.6380122883730402,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
dzenyu,,deterministic,11,8,1,2,0.6041820253119337,-0.48026577818297334,-0.6111690843628974,-1.215351109674831,0.3656273909716909,0.21699710062018177,-3.9326173898236645,0.5472362558303175,False,NEG,0.908,0.7272727272727273,0.43435469882387084,0.902539407099751,-5,0.6380122883730402,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
eish,,deterministic,11,8,1,2,0.6041820253119337,-0.48026577818297334,-0.6111690843628974,-1.215351109674831,0.3656273909716909,0.21699710062018177,-3.876323302019937,0.5454872101644459,False,NEG,0.9125,0.7272727272727273,0.43435469882387084,0.902539407099751,-5,0.6380122883730402,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
idzo,suspected_non_content_seed,deterministic,11,9,0,2,0.7646466975051798,-2.065228278904131,-0.6111690843628974,-1.3758157818680772,0.3249171129813823,0.21762707294080397,-4.080192849701626,0.24343885958929073,False,NEG,0.951,0.8181818181818182,0.523019438039156,0.9486323102539149,-6,0.6380122883730402,False,False,fails_bh_fdr;bootstrap_ci_includes_zero
moti,,deterministic,11,9,0,2,0.7646466975051798,-2.065228278904131,-0.6111690843628974,-1.3758157818680772,0.3249171129813823,0.21762707294080397,-4.104444273192314,0.20870359716814765,False,NEG,0.9525,0.8181818181818182,0.523019438039156,0.9486323102539149,-6,0.6380122883730402,False,False,fails_bh_fdr;bootstrap_ci_includes_zero
siyanai,,deterministic,11,8,1,2,0.6041820253119337,-0.48026577818297334,-0.6111690843628974,-1.215351109674831,0.3656273909716909,0.21699710062018177,-3.9495945297093216,0.5681574111174043,False,NEG,0.9095,0.7272727272727273,0.43435469882387084,0.902539407099751,-5,0.6380122883730402,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
vakaita,,deterministic,10,8,0,2,0.7354265585901878,-1.933983745625877,-0.47992455108464327,-1.215351109674831,0.3656273909716909,0.21699710062018177,-3.9836773746812004,0.5117791391590345,False,NEG,0.919,0.8,0.49016247153664183,0.9433178485456247,-5,0.6380122883730402,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
mune,,deterministic,56,31,11,14,0.19738210120333655,0.16171667079470886,-0.37173319048086206,-0.5691152916841986,0.6595422875703553,0.22424357555131827,-1.5712878033228124,0.295054579193672,False,NEG,0.901,0.5535714285714286,0.4241321478993947,0.6761327874521665,-3,0.653351652223594,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
hangu,,deterministic,49,17,14,18,-0.4597924630160355,0.6869580522008452,0.1705615223560928,0.6303539853721283,1.5544083684282026,0.22698362386997117,-0.3239133120021073,1.6115354604091734,False,POS,0.9115,0.3673469387755102,0.24665172968683138,0.5073293243920758,0,0.6572777329240883,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
akaita,,deterministic,21,8,3,10,-0.2985207733331503,-0.16057615549160964,0.5565174448834158,0.8550382182165661,1.8337490406753645,0.23167187859563693,-0.513106606922363,2.263183926924407,False,POS,0.895,0.47619047619047616,0.2834400610153417,0.6763046541715557,1,0.6627219799826705,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
hedu,,deterministic,19,8,1,10,-0.1576582374933011,-1.242106040988208,0.697379980723265,0.8550382182165661,1.8337490406753645,0.23167187859563693,-0.4901112339673286,2.337944684022032,False,POS,0.909,0.5263157894736842,0.3170780924511316,0.7267019483882042,1,0.6627219799826705,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
ivavo,,deterministic,43,26,6,11,0.32525809883307844,-0.28417010055475345,-0.32891676298496186,-0.6541748618180403,0.6179684039568877,0.23940810171098587,-1.8055151512851184,0.22964054722802335,False,NEG,0.916,0.6046511627906976,0.45579063062873904,0.7363468524170255,-3,0.6807266506481044,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
ndo,,deterministic,13,5,1,7,-0.2551747434075633,-0.7115913242894276,0.7424678702518044,0.9976426136593677,2.0530471444998084,0.2456638320908694,-0.6282017072838274,2.7853284390951467,False,POS,0.8905,0.5384615384615384,0.29143795714506004,0.7679393219046169,1,0.6943313098616188,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
kuisa,,deterministic,23,14,4,5,0.3436732835685419,0.07366982691755908,-0.5046924562335864,-0.8483657398021283,0.5221042840728785,0.24720408558498663,-2.6917784765108372,0.5008133306545833,False,NEG,0.9115,0.6086956521739131,0.4078552239138171,0.7784237720752205,-4,0.6945257642625815,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
wavo,,deterministic,27,9,7,11,-0.4931510599624662,0.5838645592367424,0.33266701933910703,0.8258180793015732,1.7932181701855405,0.2535410375921245,-0.48495757130911904,2.1429285013778268,False,POS,0.9,0.4074074074074074,0.24514757074395552,0.592732990319353,1,0.6998325715993143,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
enyika,,deterministic,21,9,1,11,-0.13805610113990419,-1.3829685768280573,0.6877619781616691,0.8258180793015732,1.7932181701855405,0.2535410375921245,-0.4636593064918215,2.2253755453352944,False,POS,0.9035,0.5238095238095238,0.3236953458284443,0.7165599389846583,1,0.6998325715993143,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
ravo,,deterministic,10,6,3,1,0.3484034354809413,0.8733711764317285,-1.2168901452508507,-1.565293580731792,0.24378585086042065,0.2529035864531186,-3.812020322396953,0.5401596595256332,False,NEG,0.935,0.6,0.31267376973365824,0.8318196702937638,-4,0.6998325715993143,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
kwavo,,deterministic,29,14,0,15,0.015619085884337025,-3.4243093722089597,0.6620180378317864,0.6463989519474493,1.572334816279453,0.2564588500689959,-0.5030903005417519,1.7433487869778999,False,POS,0.8865,0.5172413793103449,0.34431021881994717,0.6861390984731652,0,0.7037707978637562,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
havana,,rag_recovered,56,35,4,17,0.3698492972081029,-1.1919202838199912,-0.10043116866346757,-0.47028046587157046,0.7094157093387566,0.2603003487597828,-1.342980808300116,0.3247374079408086,False,NEG,0.871,0.625,0.4940536590850181,0.7398978567352911,-3,0.7101836104891184,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
vane,,rag_recovered,156,79,34,43,0.0631452484703443,0.27683928699843374,-0.2566105742771372,-0.3197558227474815,0.7937146708516385,0.263940449229622,-0.8745903680794125,0.19715233475920452,False,NEG,0.888,0.5064102564102564,0.42874962494275415,0.5837627733721508,-2,0.711885097350752,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
zvako,,deterministic,16,10,3,3,0.38820444353891403,0.221294479852034,-0.6465744204940957,-1.0347788640330098,0.438691159586682,0.2631218539630735,-3.7407033738634334,0.5324828797734403,False,NEG,0.907,0.625,0.38641040545502714,0.8151876744113636,-4,0.711885097350752,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
iwewe,,deterministic,59,37,4,18,0.37428206730654523,-1.266559084712747,-0.09489962087224058,-0.4691816881787858,0.710442544160789,0.2707484864585773,-1.3361385186090704,0.3474455587886443,False,NEG,0.876,0.6271186440677966,0.4995359106706382,0.7391600120767886,-3,0.7260982136843664,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
wese,,deterministic,54,22,11,21,-0.2360500883286436,0.21371130843296982,0.24854520673192493,0.48459529506056853,1.4011035207567,0.27867890709983867,-0.4157441217373602,1.3566097365602985,False,POS,0.8555,0.3888888888888889,0.270419338291165,0.5221170146179233,0,0.7297202297719905,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
muna,,deterministic,48,22,5,21,-0.06777860573884453,-0.6821475463969469,0.416816689321724,0.48459529506056853,1.4011035207567,0.27867890709983867,-0.3707615269126335,1.3542919970863623,False,POS,0.862,0.4375,0.30701269040654244,0.5772498258017222,0,0.7297202297719905,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
riri,,deterministic,25,16,3,6,0.4122499175055667,-0.4067367427610069,-0.3815208470236495,-0.7937707645292162,0.548132183908046,0.27714861753431097,-2.344743199003746,0.41697263310121596,False,NEG,0.896,0.64,0.44518497748164865,0.7975211922554178,-4,0.7297202297719905,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
mushe,,deterministic,23,10,2,11,-0.1219902887802693,-0.7743270796373913,0.5594378811861294,0.6814281699663987,1.6134740882917467,0.2751989566018359,-0.5507011973170823,2.0042748342579673,False,POS,0.8685,0.4782608695652174,0.29237157416646653,0.6703726266357259,0,0.7297202297719905,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
yave,,deterministic,13,3,5,5,-0.907251439987256,1.1628777936267127,0.295008893280583,1.202260333267839,2.443508234392953,0.282921190780242,-0.7799348361733449,4.01671848746864,False,POS,0.9135,0.38461538461538464,0.17709707797762575,0.6447710848733431,1,0.7297202297719905,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
rumwe,,deterministic,10,3,2,5,-0.5446813606025476,0.38794434926148647,0.6575789726652914,1.202260333267839,2.443508234392953,0.282921190780242,-0.6666643629022677,3.935076491531406,False,POS,0.902,0.5,0.236593090512564,0.7634069094874361,2,0.7297202297719905,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
vakati,,deterministic,10,3,2,5,-0.5446813606025476,0.38794434926148647,0.6575789726652914,1.202260333267839,2.443508234392953,0.282921190780242,-0.8358196104064582,4.004617055286519,False,POS,0.8995,0.5,0.236593090512564,0.7634069094874361,2,0.7297202297719905,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
inini,,deterministic,26,11,3,12,-0.1640773583875781,-0.4622318553527105,0.5064005120182795,0.6704778704058576,1.6003351487222455,0.29032149232586935,-0.5619529640279861,1.88781138237151,False,POS,0.8705,0.46153846153846156,0.2875585353039122,0.6454206125314121,0,0.7447377411837518,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
unoita,,deterministic,22,12,6,4,0.19228423356365631,0.6669202989642997,-0.7314633180806105,-0.9237475516442668,0.48736600306278716,0.30796738153156394,-3.362900813486626,0.4138727942272525,False,NEG,0.9065,0.5454545454545454,0.3465979532073494,0.7307970581918668,-3,0.7650558109626221,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
anoti,,deterministic,21,12,5,4,0.2578725751912341,0.49150054108808305,-0.6658749764530327,-0.9237475516442668,0.48736600306278716,0.30796738153156394,-3.105081721689685,0.5396488673197262,False,NEG,0.9025,0.5714285714285714,0.3654655436930671,0.7553003107462404,-3,0.7650558109626221,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
ipapa,,deterministic,18,11,3,4,0.35438973054666967,0.05623523358153726,-0.44906358737988583,-0.8034533179265555,0.5318112209383266,0.30679650405248865,-2.8477062844136976,0.5785073778464193,False,NEG,0.861,0.6111111111111112,0.3861904160223791,0.7969475342783638,-4,0.7650558109626221,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
muma,,deterministic,18,12,2,4,0.474683964264381,-0.42919159358870473,-0.44906358737988583,-0.9237475516442668,0.48736600306278716,0.30796738153156394,-2.832336986707816,0.5209080683020012,False,NEG,0.9045,0.6666666666666666,0.43749467295945105,0.837212252491663,-4,0.7650558109626221,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
unoziva,,deterministic,17,12,1,4,0.5548543129483647,-1.0859868390709266,-0.36889323869590207,-0.9237475516442668,0.48736600306278716,0.30796738153156394,-2.888665696701367,0.5253508774426993,False,NEG,0.906,0.7058823529411765,0.4686688993346016,0.8672001038970478,-4,0.7650558109626221,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
kwa,,deterministic,16,11,1,4,0.5194489768171664,-1.0010979414844137,-0.2840043411093891,-0.8034533179265555,0.5318112209383266,0.30679650405248865,-2.846109193291111,0.5927391812929087,False,NEG,0.874,0.6875,0.44404355834740666,0.8583535614521796,-4,0.7650558109626221,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
vake,,deterministic,43,19,6,18,-0.11726013686787251,-0.28417010055475345,0.3569746465869743,0.4742347834548468,1.390057128965601,0.3191255467603156,-0.4664376707567406,1.369132579931178,False,POS,0.836,0.4186046511627907,0.28384550927849195,0.5667142261303578,0,0.7886243878055967,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
anoita,,deterministic,28,8,11,9,-0.7051460327957937,1.1490056190451554,0.005502276085598723,0.7106483088813924,1.649741081703107,0.32882582077542327,-0.7826252192096088,2.1094002368833538,False,POS,0.8435,0.32142857142857145,0.1793324692249496,0.5066115681914238,0,0.7918060784536776,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
neni,,deterministic,14,4,4,6,-0.6477748535666521,0.7702776834676239,0.4329234998202729,1.080698353386925,2.199425287356322,0.33383349494127507,-0.6281913194910371,3.0937267281883756,False,POS,0.89,0.42857142857142855,0.21380798904474121,0.6740935542034926,1,0.7918060784536776,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
chaivo,,deterministic,12,7,3,2,0.30331554595240107,0.621832409435763,-0.7314633180806087,-1.0347788640330098,0.4179691769592305,0.32667890884029427,-3.7219633169634823,0.898468994424383,False,NEG,0.8815,0.5833333333333334,0.31951131254954973,0.8067396863412435,-4,0.7918060784536776,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
rese,,deterministic,12,7,3,2,0.30331554595240107,0.621832409435763,-0.7314633180806087,-1.0347788640330098,0.4179691769592305,0.32667890884029427,-3.8221265923364713,0.8784454196850977,False,NEG,0.8705,0.5833333333333334,0.31951131254954973,0.8067396863412435,-4,0.7918060784536776,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
chose,,rag_recovered,10,4,0,6,-0.18211128121783915,-1.933983745625877,0.8985870721690858,1.080698353386925,2.199425287356322,0.33383349494127507,-0.6229055352125963,3.228670234950371,False,POS,0.903,0.6,0.31267376973365824,0.8318196702937638,2,0.7918060784536776,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
kwandiri,,deterministic,10,4,0,6,-0.18211128121783915,-1.933983745625877,0.8985870721690858,1.080698353386925,2.199425287356322,0.33383349494127507,-0.7104056360524575,3.238413510810227,False,POS,0.887,0.6,0.31267376973365824,0.8318196702937638,2,0.7918060784536776,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
munyika,,deterministic,10,7,1,2,0.5548543129483665,-0.3490212449047192,-0.47992455108464327,-1.0347788640330098,0.4179691769592305,0.32667890884029427,-3.703587758638203,0.6295033863343557,False,NEG,0.869,0.7,0.39677814746114537,0.8922087325936989,-4,0.7918060784536776,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
